year,month,year_month,line_key,restriction_occurrences,distinct_tsr_count,average_weeks_seen,median_weeks_seen,max_weeks_seen,total_tsr_weeks
2019,11,2019-11,KELMSCOTT,6,2,4.666666666666667,6.0,6,28
2019,11,2019-11,LEEDERVILLE,4,1,6.0,6.0,6,24
2019,11,2019-11,OATS,4,1,16.0,16.0,16,64
2019,11,2019-11,THORNLIE,2,1,2.0,2.0,2,4
2019,11,2019-11,WHITFORDS,6,2,6.666666666666667,9.0,9,40
2019,12,2019-12,FREMANTLE,4,1,60.0,60.0,60,240
2019,12,2019-12,KELMSCOTT,2,1,6.0,6.0,6,12
2019,12,2019-12,LEEDERVILLE,2,1,6.0,6.0,6,12
2019,12,2019-12,OATS,4,1,16.0,16.0,16,64
2019,12,2019-12,PERTH,1,1,1.0,1.0,1,1
2019,12,2019-12,SHOWGROUNDS,2,1,2.0,2.0,2,4
2019,12,2019-12,WHITFORDS,4,1,9.0,9.0,9,36
2020,1,2020-01,FREMANTLE,4,1,60.0,60.0,60,240
2020,1,2020-01,KELMSCOTT,3,1,14.0,14.0,14,42
2020,1,2020-01,OATS,4,1,16.0,16.0,16,64
2020,1,2020-01,WHITFORDS,4,2,7.5,7.0,9,30
2020,2,2020-02,BASSENDEAN,2,1,7.0,7.0,7,14
2020,2,2020-02,FREMANTLE,5,1,60.0,60.0,60,300
2020,2,2020-02,GLEN,3,1,10.0,10.0,10,30
2020,2,2020-02,KELMSCOTT,5,1,14.0,14.0,14,70
2020,2,2020-02,KWINANA,3,1,24.0,24.0,24,72
2020,2,2020-02,MUNDIJONG,5,1,26.0,26.0,26,130
2020,2,2020-02,OATS,4,1,16.0,16.0,16,64
2020,2,2020-02,WARNBRO,5,2,4.2,4.0,5,21
2020,2,2020-02,WHITFORDS,6,3,5.0,7.0,7,30
2020,3,2020-03,BASSENDEAN,4,1,7.0,7.0,7,28
2020,3,2020-03,FREMANTLE,4,1,60.0,60.0,60,240
2020,3,2020-03,GLEN,4,1,10.0,10.0,10,40
2020,3,2020-03,JOONDALUP,5,2,6.6,7.0,7,33
2020,3,2020-03,KELMSCOTT,4,1,14.0,14.0,14,56
2020,3,2020-03,KWINANA,4,1,24.0,24.0,24,96
2020,3,2020-03,MUNDIJONG,4,1,26.0,26.0,26,104
2020,3,2020-03,WARNBRO,4,2,4.0,5.0,5,16
2020,3,2020-03,WHITFORDS,8,2,21.0,21.0,21,168
2020,4,2020-04,BASSENDEAN,3,3,3.0,1.0,7,9
2020,4,2020-04,FREMANTLE,5,2,48.2,60.0,60,241
2020,4,2020-04,GLEN,3,1,10.0,10.0,10,30
2020,4,2020-04,JOONDALUP,7,2,5.857142857142857,5.0,7,41
2020,4,2020-04,KELMSCOTT,2,1,14.0,14.0,14,28
2020,4,2020-04,KWINANA,4,1,24.0,24.0,24,96
2020,4,2020-04,LEEDERVILLE,3,1,4.0,4.0,4,12
2020,4,2020-04,MUNDIJONG,4,1,26.0,26.0,26,104
2020,4,2020-04,WARNBRO,4,2,10.25,12.0,12,41
2020,4,2020-04,WHITFORDS,8,2,21.0,21.0,21,168
2020,5,2020-05,BASSENDEAN,10,2,13.0,13.0,13,130
2020,5,2020-05,FREMANTLE,5,1,60.0,60.0,60,300
2020,5,2020-05,JOONDALUP,10,2,13.0,13.0,13,130
2020,5,2020-05,KWINANA,5,1,24.0,24.0,24,120
2020,5,2020-05,LEEDERVILLE,1,1,4.0,4.0,4,4
2020,5,2020-05,MUNDIJONG,5,1,26.0,26.0,26,130
2020,5,2020-05,WARNBRO,5,1,12.0,12.0,12,60
2020,5,2020-05,WHITFORDS,10,2,21.0,21.0,21,210
2020,6,2020-06,BASSENDEAN,8,2,13.0,13.0,13,104
2020,6,2020-06,FREMANTLE,4,1,60.0,60.0,60,240
2020,6,2020-06,JOONDALUP,8,2,13.0,13.0,13,104
2020,6,2020-06,KWINANA,4,1,24.0,24.0,24,96
2020,6,2020-06,MUNDIJONG,4,1,26.0,26.0,26,104
2020,6,2020-06,ROCKINGHAM,2,1,6.0,6.0,6,12
2020,6,2020-06,WARNBRO,4,1,12.0,12.0,12,48
2020,6,2020-06,WHITFORDS,8,2,21.0,21.0,21,168
2020,7,2020-07,BASSENDEAN,6,2,13.0,13.0,13,78
2020,7,2020-07,COCKBURN,3,1,4.0,4.0,4,12
2020,7,2020-07,FREMANTLE,3,1,60.0,60.0,60,180
2020,7,2020-07,JOONDALUP,6,2,13.0,13.0,13,78
