rejected_row_id,notice_date,source_pdf,source_page,source_row_number,reject_reason,rejection_category,suggested_action,review_status,raw_row_json
238,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,19,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""8.200k"", ""m to 8.100k"", ""m Up"", """", """"]"
239,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,23,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""25.848"", ""km to 25.96"", ""0km"", """", """"]"
240,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,25,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""D"", ""own Main"", """", """", """"]"
241,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,27,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""25.960k"", ""m to 25.848k"", ""m Up"", """", """"]"
242,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,30,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""43.060k"", ""m to 42.650k"", ""m Up"", """", """"]"
243,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,34,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""19.550"", ""km to 21.21"", ""0km"", """", ""111 4A pts multiple rail""]"
244,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,36,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""D"", ""own Main"", """", """", ""defects""]"
245,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,42,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""12.725"", ""km to 12.95"", ""5km"", """", """"]"
246,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,44,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""& to 0.66"", ""0km Thornli"", ""e Line"", """", """"]"
247,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,46,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""North"", ""18.800 t"", ""o 18.920km"", ""Down"", """", """"]"
248,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,47,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", """", ""40km/h"", ""6 J uly 2020 Turnout defects 11 October 202""]"
249,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,48,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle"", """", ""Main"", """", """", """"]"
250,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,50,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""9.450 t"", ""o 9.550km D"", ""own"", """", """"]"
251,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,54,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""0.900 t"", ""o 1.300km D"", ""own"", """", """"]"
252,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,58,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""19.150 t"", ""o 20.150km"", ""Down"", """", ""T urnout defects &""]"
253,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,62,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""20.150"", ""km to 19.15"", ""0km"", """", ""T urnout defects &""]"
254,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", ""Cur"", ""rent Speed"", ""Restrictions""]"
255,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,3,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Section of"", ""Dis"", ""tance at o"", ""r"", ""Maximum"", ""Reas on for Date to be""]"
256,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,5,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", """", ""Dat"", ""e Imposed""]"
257,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,7,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Railway"", ""bet"", ""ween (km"", "")"", ""Speed"", ""Rest riction Cancelled""]"
258,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,9,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle -"", """", """", """", """", ""Pedestria n Cross ing""]"
259,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,11,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Robbs Jetty"", """", """", """", """", ""Re view""]"
260,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,13,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Mundijong to"", ""40.874k"", ""m to 40.747k"", ""m Up"", """", """"]"
261,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,14,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", """", ""60km/h 13 J"", ""anuary 2020 Signalli ng Issue s Indefinite""]"
262,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,15,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Byford"", """", ""Direction"", """", """", """"]"
263,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,17,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""7.900km"", ""to 8.150km"", ""Down"", """", ""Turnout defects &""]"
264,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,19,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", ""Main"", """", """", ""turnout de sign iss ues""]"
265,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,21,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""8.200k"", ""m to 8.100k"", ""m Up"", """", """"]"
266,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,25,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""25.848"", ""km to 25.96"", ""0km"", """", """"]"
267,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,28,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""25.960k"", ""m to 25.848k"", ""m Up"", """", """"]"
268,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,32,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""43.060k"", ""m to 42.650k"", ""m Up"", """", """"]"
269,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,40,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""12.725"", ""km to 12.95"", ""5km"", """", """"]"
270,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,42,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""& to 0.66"", ""0km Thornli"", ""e Line"", """", """"]"
271,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,44,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""North"", ""18.800 t"", ""o 18.920km"", ""Down"", """", """"]"
272,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,45,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", """", ""40km/h 6"", ""July 2020 Turnou t defect s 11 October 202""]"
273,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,46,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle"", """", ""Main"", """", """", """"]"
274,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,48,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""9.450 t"", ""o 9.550km D"", ""own"", """", """"]"
275,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,52,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""0.900 t"", ""o 1.300km D"", ""own"", """", """"]"
276,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,56,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""19.150 t"", ""o 20.150km"", ""Down"", """", ""Turnout defects &""]"
277,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,59,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""20.150"", ""km to 19.15"", ""0km"", """", ""Turnout defects &""]"
278,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,3,61,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", ""Up Main"", """", """", ""turnout de sign iss ues""]"
279,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", ""Cur"", ""rent Speed"", ""Restrictions""]"
280,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,3,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Section of"", ""Dis"", ""tance at o"", ""r"", ""Maximum"", ""Reas on for Date to be""]"
281,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,5,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", """", ""Dat"", ""e Imposed""]"
282,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,7,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Railway"", ""bet"", ""ween (km"", "")"", ""Speed"", ""Rest riction Cancelled""]"
283,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,9,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle -"", """", """", """", """", ""Pedestria n Cross ing""]"
284,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,11,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Robbs Jetty"", """", """", """", """", ""Re view""]"
285,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,13,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Mundijong to"", ""40.874k"", ""m to 40.747k"", ""m Up"", """", """"]"
286,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,14,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", """", ""60km/h 13 J"", ""anuary 2020 Signalli ng Issue s Indefinite""]"
287,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,15,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Byford"", """", ""Direction"", """", """", """"]"
288,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,17,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""7.900km"", ""to 8.150km"", ""Down"", """", ""Turnout defects &""]"
289,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,19,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", ""Main"", """", """", ""turnout de sign iss ues""]"
290,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,21,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""8.200k"", ""m to 8.100k"", ""m Up"", """", """"]"
291,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,25,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""25.848"", ""km to 25.96"", ""0km"", """", """"]"
292,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,28,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""25.960k"", ""m to 25.848k"", ""m Up"", """", """"]"
293,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,32,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""43.060k"", ""m to 42.650k"", ""m Up"", """", """"]"
294,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,40,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""12.725"", ""km to 12.95"", ""5km"", """", """"]"
295,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,42,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""& to 0.66"", ""0km Thornli"", ""e Line"", """", """"]"
296,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,44,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""North"", ""18.800 t"", ""o 18.920km"", ""Down"", """", """"]"
297,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,45,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", """", ""40km/h 6"", ""July 2020 Turnou t defect s 11 October 202""]"
298,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,46,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle"", """", ""Main"", """", """", """"]"
299,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,48,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""9.450 t"", ""o 9.550km D"", ""own"", """", """"]"
300,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,52,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""0.900 t"", ""o 1.300km D"", ""own"", """", """"]"
301,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,56,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""19.150 t"", ""o 20.150km"", ""Down"", """", ""Turnout defects &""]"
302,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,59,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""20.150"", ""km to 19.15"", ""0km"", """", ""Turnout defects &""]"
303,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,3,61,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", ""Up Main"", """", """", ""turnout de sign iss ues""]"
304,2020-09-12,Weekly Notice No. 37 Week Ending 12th September 2020__8f2c632be4.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
305,2020-09-12,Weekly Notice No. 37 Week Ending 12th September 2020__8f2c632be4.pdf,3,12,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
306,2020-09-12,Weekly Notice No. 37 Week Ending 12th September 2020__8f2c632be4.pdf,3,13,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
307,2020-09-19,Weekly Notice No. 38 Week Ending 19th September 2020__28667cc958.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
308,2020-09-19,Weekly Notice No. 38 Week Ending 19th September 2020__28667cc958.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
309,2020-09-19,Weekly Notice No. 38 Week Ending 19th September 2020__28667cc958.pdf,3,12,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
310,2020-09-26,Weekly Notice No. 39 Week Ending 26th September 2020__6aa6f7df51.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
311,2020-09-26,Weekly Notice No. 39 Week Ending 26th September 2020__6aa6f7df51.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
312,2020-09-26,Weekly Notice No. 39 Week Ending 26th September 2020__6aa6f7df51.pdf,3,12,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
313,2020-10-03,Weekly Notice No. 40 Week Ending 3rd October 2020__2f0738adae.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
314,2020-10-03,Weekly Notice No. 40 Week Ending 3rd October 2020__2f0738adae.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
315,2020-10-03,Weekly Notice No. 40 Week Ending 3rd October 2020__2f0738adae.pdf,3,12,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
316,2020-10-10,Weekly Notice No. 41 Week Ending 10th October 2020__29e684333b.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
317,2020-10-10,Weekly Notice No. 41 Week Ending 10th October 2020__29e684333b.pdf,3,10,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
318,2020-10-10,Weekly Notice No. 41 Week Ending 10th October 2020__29e684333b.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
319,2020-10-17,Weekly Notice No. 42 Week Ending 17th October 2020__e5a954be53.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
320,2020-10-17,Weekly Notice No. 42 Week Ending 17th October 2020__e5a954be53.pdf,3,10,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
321,2020-10-17,Weekly Notice No. 42 Week Ending 17th October 2020__e5a954be53.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
322,2020-10-24,Weekly Notice No. 43 Week Ending 24th October 2020__b2cd69336b.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
323,2020-10-24,Weekly Notice No. 43 Week Ending 24th October 2020__b2cd69336b.pdf,3,10,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
324,2020-10-24,Weekly Notice No. 43 Week Ending 24th October 2020__b2cd69336b.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
325,2020-10-31,Weekly Notice No. 44 Week Ending 31st October 2020__30fcf77308.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
326,2020-10-31,Weekly Notice No. 44 Week Ending 31st October 2020__30fcf77308.pdf,3,10,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
327,2020-10-31,Weekly Notice No. 44 Week Ending 31st October 2020__30fcf77308.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
328,2020-11-07,Weekly Notice No. 45 Week Ending 7th November 2020__91e2f5470e.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
329,2020-11-07,Weekly Notice No. 45 Week Ending 7th November 2020__91e2f5470e.pdf,3,10,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
330,2020-11-07,Weekly Notice No. 45 Week Ending 7th November 2020__91e2f5470e.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
331,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Section of Di"", ""stance a"", ""t or"", ""Maximum"", ""Date"", ""Re ason f or Date to be""]"
332,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,3,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Railway be"", ""tween ("", ""km)"", ""Speed I"", ""mposed"", ""Re stricti on Cancelled""]"
333,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,5,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle -"", """", """", """", """", ""Pedest rian Cro ssing""]"
334,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,7,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Robbs Jetty"", """", """", """", """", ""Review""]"
335,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,14,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""7.900km t"", ""o"", """", """", """"]"
336,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,19,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""8.200km t"", ""o"", """", """", """"]"
337,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,20,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", ""80km/h 0"", ""5 April 2020"", ""Turnout design issues Indefinite""]"
338,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,22,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""8.1"", ""00km Up"", ""Main"", """", """", """"]"
339,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,30,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""25."", ""848km Up"", ""Main"", """", """", """"]"
340,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,33,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""12"", "".955km D"", ""own"", """", """", """"]"
341,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,36,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Lin"", ""e & to 0.66"", ""0km"", """", """", """"]"
342,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,37,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Thornlie Li"", ""ne"", """", """", """"]"
343,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,43,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""0."", ""900 to 1.30"", ""0km"", """", """", """"]"
