tsr_master_id,first_seen_notice_date,last_seen_notice_date,weeks_seen,is_active,resolved_date,line_key,line_name,location_direction,affected_area,latest_location,latest_line_section,latest_distance_km,location_from_km,location_to_km,latest_stn_no,latest_max_speed,date_imposed_raw,date_imposed_normalised,latest_reason_raw,latest_reason_group,latest_date_cancelled_raw,latest_date_cancelled,master_fingerprint,row_quality,normalisation_notes
1866,2022-10-08,2022-12-17,10,0,2022-12-17,JTM,Joondalup Line,Unknown,JTMDN 25.960km to 25.848km Turnout design Joondalup,JTMDN,JTMDN,25.960km to 25.848km Turnout design Joondalup,25.848,25.96,,80km/h,,,21-Apr-20 Indefinite Down Main issues,Other / review required,,2022-12-17,a47a65581f88f5fa824d1f8180a7f335e59fbd4f0cc5e09d0cbc35c1fcdc7b2b,repaired,strategy=text_line; direction_not_inferred
1867,2022-10-08,2022-12-17,10,0,2022-12-17,FTMUP,Fremantle Line,Up,FTMUP 9.580km Up 15-Feb- Loch St Ped Xing Karrakatta,FTMUP,FTMUP,9.580km Up 15-Feb- Loch St Ped Xing Karrakatta,9.58,9.58,,75km/h,,,Indefinite Main,Other / review required,21 issues,2022-12-17,1585751c2943e799a2d9ded5af8eab7ce06dd6eeb68e8a3db634d839831aa317,repaired,strategy=text_line
1868,2022-10-08,2022-12-17,10,0,2022-12-17,JTMDN,Joondalup Line,Down,JTMDN 19.150 to 20.150km Down Turnout defects & Whitfords,JTMDN,JTMDN,19.150 to 20.150km Down Turnout defects & Whitfords,19.15,20.15,,80km/h,,,1-Aug-20 Indefinite Main design issues,Other / review required,,2022-12-17,61dd4ac2d05354288ecfb9eaa59927ab7394512855cd46bcc8613d9ea1ed4e21,repaired,strategy=text_line
1869,2022-10-08,2022-12-17,10,0,2022-12-17,JTMUP,Joondalup Line,Up,JTMUP 20.150km to 19.150km Up 17-Sep- Turnout defects & Whitfords,JTMUP,JTMUP,20.150km to 19.150km Up 17-Sep- Turnout defects & Whitfords,19.15,20.15,,80km/h,,,Indefinite Main 21 design issues,Other / review required,,2022-12-17,c5fce4478db8e86255ff90230ca33a3d277e37cd3e1cb5b0300d0cae5e7e47e0,repaired,strategy=text_line
1870,2022-10-08,2022-12-17,10,0,2022-12-17,UNCLASSIFIED,Unclassified,Down,Mount MTMDN 0.800 to 1.300km Down,Mount MTMDN,Mount MTMDN,0.800 to 1.300km Down,0.8,1.3,,60km/h,,,27-Jul-20 Noise Mitigation,Noise mitigation,Indefinite,2022-12-17,60efb87be8397375be27a8c8a6d9d844a7b1a228329599795acf98faf9b314e8,repaired,strategy=text_line; line_not_inferred
1871,2022-10-08,2022-12-17,10,0,2022-12-17,UNCLASSIFIED,Unclassified,Up,Mount MTMUP 0.717km to 1.625km Up 28-Sep-,Mount MTMUP,Mount MTMUP,0.717km to 1.625km Up 28-Sep-,0.717,1.625,,60km/h,,,Noise Mitigation Indefinite Lawley Main 21,Noise mitigation,,2022-12-17,b17597a20a358cb1e7e7021c419bc7879826ad722994fc4582937a8e5e043cbf,repaired,strategy=text_line; line_not_inferred
1872,2022-10-08,2022-12-17,10,0,2022-12-17,ATMBI,Armadale Line,Bidirectional,Armadale - ATMBI 40.747km to 40.874km Bi-,Armadale - ATMBI,Armadale - ATMBI,40.747km to 40.874km Bi-,40.747,40.874,,60km/h,,,5-Aug-21 Signalling Indefinite Mundijong Directional,Signals / train control,,2022-12-17,f6201d5d3566852f2d8c2578ae425825d65916fce159a5aad6dda066b9e60bbf,repaired,strategy=text_line
1873,2022-10-08,2022-12-17,10,0,2022-12-17,FTMUP,Fremantle Line,Up,FTMUP 0.160km to 0.950km Up 31-Dec- Claisebrook,FTMUP,FTMUP,0.160km to 0.950km Up 31-Dec- Claisebrook,0.16,0.95,,30km/h,,,Track Geometry TBC Main 20,Track geometry,,2022-12-17,b774239a9897466be7ffedee579cd73cd4d5a9f32291f1cdbd285d5e943a2178,repaired,strategy=text_line
1874,2022-10-08,2023-11-05,56,0,2023-11-05,ATM,Armadale Line,Unknown,ATMUP 16.8200km to 17.0000km,ATMUP,ATMUP,16.8200km to 17.0000km,16.82,16.82,,60km/h,,,29-Oct-21 Track Geometry,Track geometry,20/11/2023,2023-11-20,fbe3eaf35426b36661ea9cc6def04681b27d614c205004de3f9d7be69ae0a6c3,repaired,strategy=text_line; direction_not_inferred
1875,2022-10-08,2022-12-17,10,0,2022-12-17,UNCLASSIFIED,Unclassified,Unknown,East MTMDN 11.930km to 12.315km 18-Dec-,East MTMDN,East MTMDN,11.930km to 12.315km 18-Dec-,11.93,12.315,,40km/h,,,"design non- Indefinite, Guildford Down Main 21",Other / review required,,2022-12-17,f1f67fcb85f5d4083b890b9bd8bf1be5cdded0fad5c619f839bc960f6c1ffac8,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
1876,2022-10-08,2022-12-17,10,0,2022-12-17,RTM,Mandurah Line,Unknown,Cockburn Geometry defect RTMDN 21.080 km to 21.250km,Cockburn Geometry defect RTMDN,Cockburn Geometry defect RTMDN,21.080 km to 21.250km,21.08,21.25,,60km/h,,,Jul-22,Other / review required,TBC,2022-12-17,e75b1ecdaee4a4d7943b30cc542dec2c3f4aa59fcaf5cdbcc80a7fc3bb5eac15,repaired,strategy=text_line; direction_not_inferred
1877,2022-10-08,2022-12-17,10,0,2022-12-17,ATM,Armadale Line,Unknown,Central 1114A points Gosnells ATMUP 19.294km to 19.507,Central 1114A points Gosnells ATMUP,Central 1114A points Gosnells ATMUP,19.294km to 19.507,19.294,19.507,,40km/h,,,Apr-22 Track Defect,Track condition,TBC,2022-12-17,3cf80c8e012630a4e2e0eff56eed37b973f91206e051c719a879e5156a3cb2c9,repaired,strategy=text_line; direction_not_inferred
1878,2022-10-08,2022-12-17,10,0,2022-12-17,FTM,Fremantle Line,Unknown,Shenton Structural FTMUP 6.950km to 7.170 km,Shenton Structural FTMUP,Shenton Structural FTMUP,6.950km to 7.170 km,6.95,7.17,,40km/h,,,8-Jul-22 TBC Park integrity,Structures / bridge,,2022-12-17,7a3fdc9098b10446c9ca4e939fc94de29a749ee2050e7bb2e70db57c7e45d6ee,repaired,strategy=text_line; direction_not_inferred
1879,2022-10-08,2022-12-17,10,0,2022-12-17,FTM,Fremantle Line,Unknown,Shenton Structural FTMDN 6.950km to 7.170 km,Shenton Structural FTMDN,Shenton Structural FTMDN,6.950km to 7.170 km,6.95,7.17,,40km/h,,,Jul-22 TBC Park integrity,Structures / bridge,,2022-12-17,eb11c10620eb9ca55ee6744f2182c32904b3437e6ed9278ac7e1dc94934ea903,repaired,strategy=text_line; direction_not_inferred
1880,2022-10-08,2022-12-17,10,0,2022-12-17,ATM,Armadale Line,Unknown,Extreme weather Mundijong ATMBI 34.800 km to 34.900 km,Extreme weather Mundijong ATMBI,Extreme weather Mundijong ATMBI,34.800 km to 34.900 km,34.8,34.9,,20km/h,,,23-Jul-22 TBC event,Other / review required,,2022-12-17,91eea544effa963445d6908f3ce9763d7376ec0dd65f763dffed549cd0c96315,repaired,strategy=text_line; direction_not_inferred
1881,2022-10-08,2022-12-17,10,0,2022-12-17,ATM,Armadale Line,Unknown,Rail Surface Kelmscott ATMDN 23.050 km to 23.400 km,Rail Surface Kelmscott ATMDN,Rail Surface Kelmscott ATMDN,23.050 km to 23.400 km,23.05,23.4,,60km/h,,,Jul-22,Other / review required,TBC,2022-12-17,55bd92d451800f192619c6dba20ab98f1f0b1c2faccf36cba7221d9c98c29404,repaired,strategy=text_line; direction_not_inferred
1882,2022-10-08,2022-12-17,10,0,2022-12-17,UNCLASSIFIED,Unclassified,Unknown,22 Defect Welshpool ATMUP 9.540km to 9.440km,22 Defect Welshpool ATMUP,22 Defect Welshpool ATMUP,9.540km to 9.440km,9.44,9.54,,40km/h,,,Sep-22 Track Geometry,Track geometry,TBC,2022-12-17,fe6316fe1322468dd494d95d2351530b35322edeb50ab81f6d96f5cf1c091184,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
2072,2022-12-24,2023-01-22,5,0,2023-01-22,UNCLASSIFIED,Unclassified,Unknown,Speed Imposed Restriction Cancelled FTMBI 21.012km to 26.000km,Speed Imposed Restriction Cancelled FTMBI,Speed Imposed Restriction Cancelled FTMBI,21.012km to 26.000km,21.012,21.012,,20km/h,,,Sep-11 Pedestrian Crossing Issue,Level crossing / pedestrian crossing,Indefinite,2023-01-22,d64821338c5ab2f18328ad7bf2f6d9c449067668af34397f7035f14984c1e949,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
2073,2022-12-24,2023-11-05,46,0,2023-11-05,MTM,Midland Line,Unknown,MTMDN 7.900km to 8.150km,MTMDN,MTMDN,7.900km to 8.150km,7.9,8.15,,80km/h,,,27-Mar-20 Turnout,Turnout / points,Indefinite,2023-11-05,b986da27adf8c0583c6accad890adf5729b807caeeaf3f701b5e5e943bc0e347,repaired,strategy=text_line; direction_not_inferred
2074,2022-12-24,2023-11-05,46,0,2023-11-05,JTM,Joondalup Line,Unknown,JTMUP 25.848km to 25.960km,JTMUP,JTMUP,25.848km to 25.960km,25.848,25.96,,80km/h,,,21-Apr-20 Turnout,Turnout / points,Indefinite,2023-11-05,20591bc7e6560e946366b691c86d96b15b65f51c2a3cf430d8f3ede14a52192d,repaired,strategy=text_line; direction_not_inferred
2075,2022-12-24,2023-11-05,46,0,2023-11-05,FTM,Fremantle Line,Unknown,FTMUP 9.5800KM to 9.5800km,FTMUP,FTMUP,9.5800KM to 9.5800km,9.58,9.58,,75km/h,,,15-Feb-21 Pedestrian Crossing Issue,Level crossing / pedestrian crossing,Indefinite,2023-11-05,06e2356776c8213eb99ed73917542ddca09235557d87b9da162cadd3c96109cd,repaired,strategy=text_line; direction_not_inferred
2076,2022-12-24,2023-03-04,11,0,2023-03-04,ATM,Armadale Line,Unknown,ATMBI 40.7470km to 40.8740km,ATMBI,ATMBI,40.7470km to 40.8740km,40.747,40.874,,60km/h,,,5-Aug-21 Turnout,Turnout / points,Indefinite,2023-03-04,2c972a38715f0bff1b7c534f5283871537b0676fce67dc075118311fb42fb71f,repaired,strategy=text_line; direction_not_inferred
2077,2022-12-24,2023-04-15,17,0,2023-04-15,JTM,Joondalup Line,Unknown,JTMUP 19.1500KM to 20.1500km,JTMUP,JTMUP,19.1500KM to 20.1500km,19.15,20.15,,40km/h,,,17-Sep-21 Turnouts,Turnout / points,TBC,2023-04-15,7e7b2d405334698a0bf9fbc204289e10e1ca8a025791b65ee375e0af1c85e98d,repaired,strategy=text_line; direction_not_inferred
2078,2022-12-24,2023-08-04,33,0,2023-08-04,MTM,Midland Line,Unknown,MTMDN 0.8000km to 1.3000km,MTMDN,MTMDN,0.8000km to 1.3000km,0.8,1.3,,60km/h,,,28-Sep-21 Noise Mitigation,Noise mitigation,Indefinite,2023-08-04,1b1c3bd3f3d10fc476dae6bc6a7443296d6173e382ff250a7cf34ab673072f64,repaired,strategy=text_line; direction_not_inferred
2079,2022-12-24,2023-11-05,46,0,2023-11-05,MTM,Midland Line,Unknown,MTMUP 0.7170km to 1.6250km,MTMUP,MTMUP,0.7170km to 1.6250km,0.717,1.625,,60km/h,,,28-Sep-21 Noise Mitigation,Noise mitigation,Indefinite,2023-11-05,65b20f2cf67a9f725578eef87f4a40571d653e6fc74f02fe1ca3861e4450b5b1,repaired,strategy=text_line; direction_not_inferred
2081,2022-12-24,2023-11-05,46,0,2023-11-05,MTM,Midland Line,Unknown,MTMUP 8.1000km to 8.2000km,MTMUP,MTMUP,8.1000km to 8.2000km,8.1,8.2,,80km/h,,,31-Jan-22 Turnout,Turnout / points,Indefinite,2023-11-05,215e323d751cd617cdf95adee9c7aeeabaca3fa484f6b4c4999665a4521411f2,repaired,strategy=text_line; direction_not_inferred
2082,2022-12-24,2023-11-05,46,0,2023-11-05,ATM,Armadale Line,Unknown,ATMUP 19.2940km to 19.5070km,ATMUP,ATMUP,19.2940km to 19.5070km,19.294,19.507,,40km/h,,,22-Apr-22 Miscellaneous,Other / review required,Indefinite,2023-11-05,8e619469faa808c886fb19b42a124ca48ec19e1ce287e86bb9b9d28c6702393a,repaired,strategy=text_line; direction_not_inferred
2083,2022-12-24,2023-06-04,24,0,2023-06-04,RTM,Mandurah Line,Unknown,RTMDN 21.0800km to 21.2550km,RTMDN,RTMDN,21.0800km to 21.2550km,21.08,21.255,,60km/h,,,7-Jul-22 Track Geometry,Track geometry,TBC,2023-06-04,e47047916d9a827646336534d08c78ad5d88cca655e7ef98fb2d3362914db322,repaired,strategy=text_line; direction_not_inferred
2084,2022-12-24,2023-11-05,92,0,2023-11-05,FTM,Fremantle Line,Unknown,FTMDN 6.9500km to 7.1700km,FTMDN,FTMDN,6.9500km to 7.1700km,6.95,7.17,,40km/h,,,8-Jul-22 Structural Integrity,Structures / bridge,TBC,2023-11-05,03805f1c0e6e6f9a875442d72626c730e17e39e383f34cbb0959af0bae988bb6,repaired,strategy=text_line; direction_not_inferred
2086,2022-12-24,2023-01-22,5,0,2023-01-22,ATM,Armadale Line,Unknown,ATMBI 34.8000km to 34.9000km,ATMBI,ATMBI,34.8000km to 34.9000km,34.8,34.9,,20km/h,,,23-Jul-22 Extreme weather event,Other / review required,TBC,2023-01-22,8ef4cde3bcea4a21801f2e5bce48654028cad2aa0b11c2af4813dae3cf5ba255,repaired,strategy=text_line; direction_not_inferred
2087,2022-12-24,2023-04-23,18,0,2023-04-23,ATM,Armadale Line,Unknown,ATMDN 23.0500km to 23.4000km,ATMDN,ATMDN,23.0500km to 23.4000km,23.05,23.4,,60km/h,,,28-Jul-22 Rail Surface Defects,Rail surface defect,TBC,2023-04-23,8b305b9fc54a1f1f20caf8e29a2fc07755450c3667a42a9af30d7b846bb6a7fa,repaired,strategy=text_line; direction_not_inferred
2088,2022-12-24,2023-01-22,5,0,2023-01-22,ATM,Armadale Line,Unknown,ATMUP 9.5400km to 9.4400km,ATMUP,ATMUP,9.5400km to 9.4400km,9.44,9.54,,40km/h,,,9-Sep-22 Ballast / Formation,Ballast / formation,TBC,2023-01-22,24af4c68e7f9a7758bcb2281a5a5e624632d7554686f116abef5d36f21b652c6,repaired,strategy=text_line; direction_not_inferred
2089,2022-12-24,2023-11-05,46,0,2023-11-05,JTM,Joondalup Line,Unknown,JTMDN 32.6200km to 32.7500km,JTMDN,JTMDN,32.6200km to 32.7500km,32.62,32.75,,60km/h,,,25-Oct-22 Points Fault,Turnout / points,TBC,2023-11-05,fcdb8559ee15c418df310ed9e97031e1256b2e29ed62e21554e62120792b7e94,repaired,strategy=text_line; direction_not_inferred
2090,2022-12-24,2024-06-16,46,0,2024-06-16,FTM,Fremantle Line,Unknown,FTMUP 0.1600km - 0.6700km N/A,FTMUP,FTMUP,0.1600km - 0.6700km N/A,0.16,0.67,,30km/h,,,27-Oct-22 Structural Integrity,Structures / bridge,TBD,2024-06-16,61ac24e0d671cb813c9c9659be6bef61f6a8db871ed6859cba0d75691fbd1001,repaired,strategy=text_line; direction_not_inferred
2091,2022-12-24,2023-01-22,5,0,2023-01-22,MTM,Midland Line,Unknown,MTMDN 11.9300km to 13.2000km,MTMDN,MTMDN,11.9300km to 13.2000km,11.93,13.2,,40km/h,,,29-Oct-22 Track Geometry,Track geometry,TBC,2023-01-22,ed0a4396455b1821fca4a33ae07444c6f80a9766f78397423f377cc0ebea0c7d,repaired,strategy=text_line; direction_not_inferred
2172,2023-01-28,2025-03-23,71,0,2025-03-23,UNCLASSIFIED,Unclassified,Unknown,Speed Imposed Restriction Cancelled Beyond Service 21.012km - 26.000km N/A,Speed Imposed Restriction Cancelled Beyond Service,Speed Imposed Restriction Cancelled Beyond Service,21.012km - 26.000km N/A,21.012,21.012,,20km/h,,,01-Sep-11 Pedestrian Crossing Issue,Level crossing / pedestrian crossing,Indefinite,2025-03-23,9127acf31e04540506a8438369e074453f3c309a3fc7db323578a1c2bc48bb6d,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
2189,2023-01-28,2023-03-04,6,0,2023-03-04,FTM,Fremantle Line,Unknown,FTMUP 17.4700km to 18.0500km,FTMUP,FTMUP,17.4700km to 18.0500km,17.47,18.05,,40km/h,,,23-Jan-23 N/A,Other / review required,TBC,2023-03-04,c6c4f3b27323b5a11ae022c1553ea87d587e1fbe905a8b8ab081ec4e42b7ddb8,repaired,strategy=text_line; direction_not_inferred
2190,2023-01-28,2023-11-05,40,0,2023-11-05,MTM,Midland Line,Unknown,MTMDN 11.9300km to 12.3150km,MTMDN,MTMDN,11.9300km to 12.3150km,11.93,12.315,,40km/h,,,23-Jan-23 Track Geometry,Track geometry,TBC,2023-11-05,9aa3ea5f97ab9b6593bcb04be0952c5d69b11455dbe755f477b9563661c5ab14,repaired,strategy=text_line; direction_not_inferred
2290,2023-03-11,2023-11-05,35,0,2023-11-05,ATM,Armadale Line,Unknown,ATMBI 40.7470km to 40.8740km,ATMBI,ATMBI,40.7470km to 40.8740km,40.747,40.874,,60km/h,,,5-Aug-21 Signals,Signals / train control,Indefinite,2023-11-05,49036094df489abf905988e6614689a5e22453eb516e14f5f262f806358716c5,repaired,strategy=text_line; direction_not_inferred
2302,2023-03-11,2023-03-11,1,0,2023-03-11,FTM,Fremantle Line,Unknown,FTMUP 0.1600km to 0.6700km,FTMUP,FTMUP,0.1600km to 0.6700km,0.16,0.67,,30km/h,,,27-Oct-22 Structural Integrity TBC Public Transport Authority  WEEKLY NOTICE No. 10 4,Structures / bridge,,2023-03-11,f4141e45e93752687ffe2cbc9ffa9d03b43935503a1d29fc3c46c23d7fc5f419,repaired,strategy=text_line; direction_not_inferred
2357,2023-04-01,2023-10-01,27,0,2023-10-01,MTM,Midland Line,Unknown,MTMUP 12.0000km TO 12.1000km,MTMUP,MTMUP,12.0000km TO 12.1000km,12.1,12.1,,40km/h,,,20-Mar-23 Track Geometry,Track geometry,TBC,2023-10-01,36dea08f1ea0d5f1b68b7e94214f512280289f07be5f23ed7c0e31df38ce0efe,repaired,strategy=text_line; direction_not_inferred
2377,2023-04-08,2023-04-23,3,0,2023-04-23,ATM,Armadale Line,Unknown,ATMUP 0.6300km TO 0.7300km,ATMUP,ATMUP,0.6300km TO 0.7300km,0.63,0.73,,40km/h,,,31-Mar-23 Rail Internal Defect,Rail internal defect,TBC,2023-04-23,5d960d41a978ed359bd70e3c75837a634ba22c77731c291429d236fd5e78884e,repaired,strategy=text_line; direction_not_inferred
2403,2023-04-23,2023-11-05,29,0,2023-11-05,JTM,Joondalup Line,Unknown,JTMUP 19.1500KM to 20.1500km,JTMUP,JTMUP,19.1500KM to 20.1500km,19.15,20.15,,40km/h,,,17-Sep-21 Turnout,Turnout / points,TBC,2023-11-05,ecd3437f57f4c6607eb1022b986cf0ac7bd8a9c613513833438de419a3e5dab1,repaired,strategy=text_line; direction_not_inferred
2432,2023-04-30,2023-10-01,23,0,2023-10-01,ATM,Armadale Line,Unknown,ATMDN 23.0500km to 23.4000km,ATMDN,ATMDN,23.0500km to 23.4000km,23.05,23.4,,60km/h,,,28-Jul-22 Rail Surface Defect,Rail surface defect,TBC,2023-10-01,5ad65487c9150791fd193fb7591f96f9372d9f02564f41ecdb3da9783f827092,repaired,strategy=text_line; direction_not_inferred
2475,2023-05-14,2023-10-01,21,0,2023-10-01,MTM,Midland Line,Unknown,MTMDN 3.5000km TO 5.1000km,MTMDN,MTMDN,3.5000km TO 5.1000km,3.5,5.1,,40km/h,,,29-Apr-23 Track Geometry,Track geometry,TBC,2023-10-01,5d323097ae4042a35e9642010fcad646cc3720f3ec2611daf8181a281d1fdf44,repaired,strategy=text_line; direction_not_inferred
2476,2023-05-14,2023-05-21,2,0,2023-05-21,MTM,Midland Line,Unknown,MTMDN 3.5000km TO 5.1000km,MTMDN,MTMDN,3.5000km TO 5.1000km,3.5,5.1,,40km/h,,,4-May-23 Track Geometry,Track geometry,TBC,2023-05-21,40f70802571017f982620535bd66dd623dbda187bf96e98cd17d38d5645829b9,repaired,strategy=text_line; direction_not_inferred
2518,2023-05-28,2023-10-15,21,0,2023-10-15,MTM,Midland Line,Unknown,MTMUP 3.5000km TO 5.1000km,MTMUP,MTMUP,3.5000km TO 5.1000km,3.5,5.1,,40km/h,,,8-May-23 Track Geometry,Track geometry,TBC,2023-10-15,1e72361af58bb0f377210b6fb875fbfac6ae792330506f45bc50f97a2f4973f0,repaired,strategy=text_line; direction_not_inferred
2620,2023-07-02,2023-11-05,19,0,2023-11-05,RTM,Mandurah Line,Unknown,RTMDN 20.7700km to 21.2550km,RTMDN,RTMDN,20.7700km to 21.2550km,20.77,21.255,,40km/h,,,4-Jun-23 Track Geometry,Track geometry,TBC,2023-11-05,68807058fb7b962a0ad96395d311b0a1469b14e15e6a0686963c9bba735fdd32,repaired,strategy=text_line; direction_not_inferred
2746,2023-08-11,2023-08-25,3,0,2023-08-25,FTM,Fremantle Line,Unknown,FTMUP 4.9400km to 5.6410km,FTMUP,FTMUP,4.9400km to 5.6410km,4.94,5.641,,80km/h,,,5-Jul-23 Signals,Signals / train control,TBC,2023-08-25,cc01e37b85718fb07059964b9774ef54be7abdf0a46afa4e98da1d71f0106faf,repaired,strategy=text_line; direction_not_inferred
2809,2023-09-03,2023-10-15,7,0,2023-10-15,MDM,Mandurah Line,Unknown,MDMDN 0.6600km to 1.3000km,MDMDN,MDMDN,0.6600km to 1.3000km,0.66,1.3,,40km/h,,,4-Aug-23 Track Geometry,Track geometry,TBC,2023-10-15,7dc8badbfafce8fb519d1af8db0eb97bc763a566231fa02562e6d1488e836d15,repaired,strategy=text_line; direction_not_inferred
2930,2023-10-15,2023-10-15,1,0,2023-10-15,CP,City / Central Area,Unknown,CPUM 1.5000km TO 1.7000km,CPUM,CPUM,1.5000km TO 1.7000km,1.5,1.7,,10km/h,,,13-Oct-23 Track Geometry,Track geometry,TBC,2023-10-15,fd210856b656c4e6d5a33d1b75273fec2f49f67caec36ed2b0d500d332f03b08,repaired,strategy=text_line; direction_not_inferred
2947,2023-10-22,2023-11-05,3,0,2023-11-05,MTM,Midland Line,Unknown,MTMDN 9.5600km to 9.6800km,MTMDN,MTMDN,9.5600km to 9.6800km,9.56,9.68,,60km/h,,,3-Oct-23 Track Geometry,Track geometry,TBC,2023-11-05,c797c53fc2af7ea3e50b6a301b9029ab8f1c6489bee7340c515a56d44e850d37,repaired,strategy=text_line; direction_not_inferred
2948,2023-10-22,2023-11-05,3,0,2023-11-05,ATM,Armadale Line,Unknown,ATMUP 9.8800km to 10.1900km,ATMUP,ATMUP,9.8800km to 10.1900km,9.88,10.19,,40km/h,,,17-Oct-23 Ballast / Formation,Ballast / formation,TBC,2023-11-05,6dd0c3c3f67f8973031073f7a98280196aef71dfad7a3ab66b0eb8964a17381f,repaired,strategy=text_line; direction_not_inferred
2949,2023-10-22,2023-10-29,2,0,2023-10-29,FTM,Fremantle Line,Unknown,FTMUP 1.4500km to 1.9300km,FTMUP,FTMUP,1.4500km to 1.9300km,1.45,1.93,,20km/h,,,19-Oct-23 Points Fault,Turnout / points,TBC,2023-10-29,39a2804eedff11c7634f90ca6a4dd5a3b6d213ab81ce2cd6e63f12947b4eb425,repaired,strategy=text_line; direction_not_inferred
2950,2023-10-22,2023-11-05,3,0,2023-11-05,MTM,Midland Line,Unknown,MTMDN 0.7400km to 1.3000km,MTMDN,MTMDN,0.7400km to 1.3000km,0.74,1.3,,40km/h,,,23-Oct-23 Track Geometry,Track geometry,TBC,2023-11-05,d070022ec5c7cc2e5630b0484ed43783cb983f5a7d0e13b716872bbb2b6b5ba0,repaired,strategy=text_line; direction_not_inferred
2967,2023-10-29,2023-11-05,2,0,2023-11-05,CP,City / Central Area,Unknown,CPDM 0.8480km to 1.3320km,CPDM,CPDM,0.8480km to 1.3320km,0.848,1.332,,20km/h,,,25-Jun-23 Track Geometry,Track geometry,TBC,2023-11-05,10dcfb59eb3e0ef809c1334a83ffe76d59da9c2ac46b566318b47401e6669ea9,repaired,strategy=text_line; direction_not_inferred
2991,2023-11-05,2023-11-05,1,0,2023-11-05,FTM,Fremantle Line,Unknown,FTMUP 1.4500km to 1.9300km,FTMUP,FTMUP,1.4500km to 1.9300km,1.45,1.93,,20km/h,,,19-Oct-23 Points Fault End of November,Turnout / points,,2023-11-05,27d7bc3862edcb9649b6c785051e12477a42b8354365dd54fcf1da88fadd98d1,repaired,strategy=text_line; direction_not_inferred
2993,2023-11-12,2024-06-30,33,0,2024-06-30,UNCLASSIFIED,Unclassified,Unknown,Beyond Service 21.012km - N/A,Beyond Service,Beyond Service,21.012km - N/A,21.012,21.012,,20km/h,,,01-Sep-11 Pedestrian Crossing Issue Indefinite 26.000km,Level crossing / pedestrian crossing,,2024-06-30,567a3087d926f64f05c75a894f3fabe523f7688a4b44c341531eab8d7848457d,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
2994,2023-11-12,2023-11-19,2,0,2023-11-19,FTM,Fremantle Line,Unknown,26.000km FTMUP 9.5800KM - 9.5800km 26.000km FTMUP 9.5800KM - 9.5800km,26.000km FTMUP 9.5800KM - 9.5800km,26.000km FTMUP 9.5800KM - 9.5800km,26.000km FTMUP 9.5800KM - 9.5800km,9.58,9.58,21-02-108,75km/h,,,15-Feb-21 Pedestrian Crossing Issue,Level crossing / pedestrian crossing,Indefinite,2023-11-19,e7168aa937db10ff46e5cd582ac6418b92fbb7ba90e09a7df99e9bdb0e9541c3,repaired,strategy=text_line; direction_not_inferred
2995,2023-11-12,2024-01-07,18,0,2024-01-07,FTM,Fremantle Line,Unknown,FTMDN 6.9500km - 7.1700km,FTMDN,FTMDN,6.9500km - 7.1700km,6.95,7.17,22-07-052,40km/h,,,8-Jul-22 Structural Integrity,Structures / bridge,TBC,2024-01-07,93b1cdc8ccfc225827b2f5b242836e63a0075a4dca4c49d3d281b4b777ac40d1,repaired,strategy=text_line; direction_not_inferred
2997,2023-11-12,2024-08-11,20,0,2024-08-11,FTM,Fremantle Line,Unknown,FTMUP 0.160km - 0.670km,FTMUP,FTMUP,0.160km - 0.670km,0.16,0.67,22-10-158,30km/h,,,27-Oct-22 Structural Integrity,Structures / bridge,TBD,2024-08-11,83d82a4a12257589b10dc62f9dbf5b0277fabc218b34372915404d2c5260b3f5,repaired,strategy=text_line; direction_not_inferred
2998,2023-11-12,2024-01-07,9,0,2024-01-07,FTM,Fremantle Line,Unknown,FTMUP 1.4500km - 1.9300km,FTMUP,FTMUP,1.4500km - 1.9300km,1.45,1.93,23-10-140,20km/h,,,19-Oct-23 Points Fault End of November,Turnout / points,,2024-01-07,f87ee1f8a282da40d0a278b7aafa36fd8bae36dcecbaf9aa3b9985574f313141,repaired,strategy=text_line; direction_not_inferred
2999,2023-11-12,2024-01-07,9,0,2024-01-07,FTM,Fremantle Line,Unknown,FTMBI 19.2200km - 19.4500km,FTMBI,FTMBI,19.2200km - 19.4500km,19.22,19.45,23-10-206,20km/h,,,23-Oct-23 Track Geometry,Track geometry,TBC,2024-01-07,9f0b4dda32aca74cd77550414b459550f5a3e8bbef93760b349fb872f1a6fb2d,repaired,strategy=text_line; direction_not_inferred
3000,2023-11-12,2024-02-25,16,0,2024-02-25,FTM,Fremantle Line,Unknown,18/02/2024 FTMUP 19.4800km - 20.0200km,18/02/2024 FTMUP,18/02/2024 FTMUP,19.4800km - 20.0200km,19.48,20.02,23-11-009,20km/h,,,1-Nov-23 Track Geometry,Track geometry,,2024-02-25,fd248a63ec4429edf0d5854024be98be32769d0ac32a2b3775180d130e77c209,repaired,strategy=text_line; direction_not_inferred
